Date,Close,High,Low,Open,Volume
2018-02-08,226.75711059570312,236.0340652904315,226.7218964441149,235.89323554460609,246449500
2018-02-09,230.1633758544922,232.0205129539918,222.6115510503879,229.5472489990059,283565300
2018-02-12,233.543212890625,235.0131017383919,230.30420887774528,232.21415380783523,143736000
2018-02-13,234.12416076660156,234.66985940002604,231.75651202955515,232.33742482464626,81223600
2018-02-14,237.28387451171875,237.64474568212884,232.62779030685115,232.63660055946704,120735700
2018-02-15,240.31173706054688,240.32054731647358,236.5622210687171,239.02670214045742,111200300
2018-02-16,240.38201904296875,242.32720439835802,239.6426831470991,239.68670754431363,160420100
2018-02-20,238.8770294189453,240.8750232824043,238.08488544944555,239.43153825575493,86369700
2018-02-21,237.6887664794922,241.7991526348577,237.59196113335105,239.31707860169553,98883700
2018-02-22,237.9967803955078,240.32921393717598,237.32787278350617,238.6129070792043,110511300
2018-02-23,241.7903594970703,241.7903594970703,238.7449930968572,239.22029018931661,92766400
2018-02-26,244.59812927246094,244.69496150122345,242.27450496911635,242.86420115503918,86491400
2018-02-27,241.5438995361328,245.4958623330936,241.4822814822058,244.7829033072066,99099200
2018-02-28,239.09706115722656,243.09302186073816,238.78021432655427,242.64412865675416,121907800
2018-03-01,235.6204071044922,240.434915343989,234.12411442597886,238.88581486369563,176855100
2018-03-02,236.8350067138672,237.39832573097647,233.08551859078392,233.94806390250494,139083200
2018-03-05,239.57235717773438,240.18848404862402,235.54118233557838,235.64682480585518,97307400
2018-03-06,240.17965698242188,240.6285501529497,238.68336432101546,240.54931159065572,79213200
2018-03-07,240.09158325195312,240.44364413738393,237.82076770947924,238.01440522554475,87063500
2018-03-08,241.25347900390625,241.37668826265542,239.77480673572597,240.76937164170073,66901200
2018-03-09,245.45181274414062,245.45181274414062,242.3448287927158,242.66170242288203,113625300
2018-03-12,245.14381408691406,246.3672576672523,244.75653891475906,245.7423473551295,71924800
2018-03-13,243.55947875976562,246.80729267739554,242.9521622151338,246.30559172999912,91968900
2018-03-14,242.30963134765625,244.70368337191348,241.75514946256,244.5188560768814,105895100
2018-03-15,242.0456085205078,243.4626626446098,241.54390753995625,242.82015876545825,83433000
2018-03-16,242.30812072753906,243.35971533877714,242.25510141672984,242.57321728158507,100343700
2018-03-19,239.02955627441406,242.48479112275547,237.37705851392633,241.55692641312461,109208400
2018-03-20,239.43609619140625,240.0723548139247,238.75563683636938,239.42725065128056,59757300
2018-03-21,238.97653198242188,241.4862109901256,238.76445478878995,239.3918677986891,78709600
2018-03-22,233.0027618408203,237.59793775564367,232.72879288600006,236.74960215058596,148785900
2018-03-23,228.0364532470703,233.77162621271538,227.8420401470805,233.4446648554846,183534800
2018-03-26,234.27532958984375,234.55811720817164,229.2383066079222,231.6419474274861,141956100
2018-03-27,230.28993225097656,235.74229185608402,228.73462710825203,235.21209871025997,129941400
2018-03-28,229.60939025878906,232.09258645062064,228.50477665506375,230.42239773709733,146452300
2018-03-29,232.54324340820312,234.40784513814182,229.61822883172016,230.7493520488969,111601600
2018-04-02,227.52389526367188,232.52558895343842,225.0495580668502,232.0130331334397,186286300
2018-04-03,230.44004821777344,230.91724881743016,226.96714972539726,228.76104103303032,119956900
2018-04-04,232.90562438964844,233.612566483105,226.7551418786171,226.8876901501262,123715300
2018-04-05,234.7436065673828,235.62729725260604,233.5771283905443,234.66405067378514,82652600
2018-04-06,229.5122528076172,234.27533379736204,227.9923030419464,232.7819206539907,179521200
2018-04-09,230.64337158203125,234.03674208867398,229.70666119589032,230.970332966311,105442900
2018-04-10,234.3105926513672,235.09709034906356,232.3929988613385,233.53294049080034,103529000
2018-04-11,233.08230590820312,234.74364901170844,232.75534461044813,232.82602801208256,91140200
2018-04-12,234.9999542236328,235.94551011855185,234.2311473257847,234.40789632285558,68890500
2018-04-13,234.3105926513672,236.42262644963864,233.30319923834267,236.3077423393593,85079200
2018-04-16,236.2371063232422,237.0059401567355,235.1236739866664,235.94550015531053,63405300
2018-04-17,238.76443481445312,239.3653381248785,237.49191782290248,238.00444665400536,64682000
2018-04-18,238.94125366210938,239.7453888452664,238.48171702246233,239.2063502095114,57303900
2018-04-19,237.6156768798828,238.4905223067502,236.58174658331473,238.28726367597648,77655900
2018-04-20,235.600830078125,237.7658836822387,234.7171391324635,237.54496094582333,99953100
2018-04-23,235.5655059814453,236.73198452248616,234.4874019301393,236.1752549020754,65558000
2018-04-24,232.3931121826172,236.81156800576144,230.89082641550246,236.59064521460422,112885500
2018-04-25,232.967529296875,233.40937492328698,230.5108686927491,232.3312705161171,103840900
2018-04-26,235.33572387695312,236.16639548906852,233.55067794884684,233.9925234034569,67731900
2018-04-27,235.556640625,236.2459184379711,234.61993044245224,235.94546677263557,57053600
2018-04-30,233.7451171875,236.73199710984161,233.67440680470918,236.1752674598288,82182300
2018-05-01,234.16041564941406,234.2664542385587,231.62420020788073,233.17950476361585,74203400
2018-05-02,232.5875244140625,234.77906123423588,232.1986981456871,233.96608046807933,86368900
2018-05-03,232.07485961914062,232.72878214200674,228.92007718059222,231.7567438949684,136311500
2018-05-04,235.0794219970703,235.75988118738852,230.77585202279235,231.10281331097474,91222100
2018-05-07,235.87478637695312,236.84682479033765,235.1589719388645,235.84827672873547,55304900
2018-05-08,235.87478637695312,236.23707591322565,234.31063622779368,235.5036243338,67499200
2018-05-09,238.15472412109375,238.4816854756761,236.02502557830903,236.5464000313064,59666100
2018-05-10,240.38160705566406,240.7085953665572,238.7909741028311,238.89701270393888,72063900
2018-05-11,241.1151123046875,241.38020883675154,239.99280739335714,240.5053633128291,59871500
2018-05-14,241.22999572753906,242.20203432090474,240.68208461608054,241.5481115650527,54790600
2018-05-15,239.56863403320312,240.01929810214165,238.62307819662107,240.00163399076862,87036100
2018-05-16,240.5760040283203,241.03554055980896,239.577428987947,239.6039656045541,53942600
2018-05-17,240.37278747558594,241.45089152917097,239.59513511324812,240.31092263582997,56536400
2018-05-18,239.77191162109375,240.39050622303347,239.4184405491771,240.02818960968182,64368000
2018-05-21,241.5746307373047,242.11369632959241,240.86768864734367,241.25651488725586,58025900
2018-05-22,240.90293884277344,242.35220471630439,240.5759775578704,242.0959268302574,52966400
2018-05-23,241.56573486328125,241.59227148003484,239.47139171583964,239.6304765758288,64694200
2018-05-24,241.0708465576172,241.4420085705214,239.28580079752527,241.16806657189602,76043800
2018-05-25,240.49649047851562,241.12390351193636,239.9927801566488,240.49649047851562,56374800
2018-05-29,237.73052978515625,239.63048690313875,236.6170975258855,238.87049866232422,115908600
2018-05-30,240.90293884277344,241.344784247908,238.96768077893915,239.03836417779522,69678400
2018-05-31,239.42727661132812,240.79698707381905,238.82637311604907,240.49653532617953,93519900
2018-06-01,241.77783203125,242.0782836966007,240.65552734538392,240.72623771846978,71258400
2018-06-04,242.9266815185547,243.18295949234184,242.36113322977317,242.59972012171204,45385200
2018-06-05,243.10337829589844,243.48335892041933,242.2903707808217,243.0591775688871,51135000
2018-06-06,245.1358184814453,245.24185706079913,243.09449492457702,243.71308926161092,62732200
2018-06-07,245.1093292236328,245.91349114142224,244.19912871766982,245.62188502394488,72969400
2018-06-08,245.83395385742188,245.88697314970935,244.48190796788347,244.64981138282843,72139700
2018-06-11,246.1609649658203,246.87675252466192,245.94004221387883,246.0549263597859,58892500
2018-06-12,246.47914123535156,246.8414308658151,245.83403700352798,246.57633431471666,72329000
2018-06-13,245.69253540039062,246.97389776082363,245.48927682164364,246.7176198951168,79070600
2018-06-14,246.31126403808594,246.84145719683949,245.71917905332324,246.5586965015429,77097600
2018-06-15,245.9969940185547,246.3343088427787,244.4169617544594,245.52653573456027,120041600
2018-06-18,245.49095153808594,245.61523679111465,244.06183366346013,244.54114998148327,52917600
2018-06-19,244.55015563964844,244.7720704814267,242.80146560286715,243.21866658897883,97531500
2018-06-20,244.9672088623047,245.6329529860647,244.62989417199464,245.2334956761296,53785500
2018-06-21,243.431640625,244.97618599202502,242.9345536599736,244.95841547164042,71061400
2018-06-22,243.87542724609375,244.80748545823238,243.65351249404213,244.69208545289305,54898500
2018-06-25,240.55560302734375,242.88126540868595,238.86905624683794,242.72149328077796,137854200
2018-06-26,241.08819580078125,241.9403408769516,240.36919416007444,241.12370974663938,68547400
2018-06-27,239.09097290039062,243.10318209396516,238.94005894114787,241.6740640121467,105110700
2018-06-28,240.4579620361328,241.2213357813261,238.3275587424145,239.03770220338833,76650500
2018-06-29,240.8041534423828,242.91678638094555,240.68875342804373,241.54978381672169,97592500
2018-07-02,241.3190460205078,241.47884528345145,238.99338297215422,239.23306832196357,63554800
2018-07-03,240.46681213378906,242.31315798114133,240.0407531607095,242.2155014070091,42187100
2018-07-05,242.4285125732422,242.49065519852093,240.5200513293396,241.59413811761425,56925900
2018-07-06,244.47909545898438,244.85189713270944,242.07351965385934,242.4552336768545,66493700
2018-07-09,246.68048095703125,246.7337383407492,245.43776352159904,245.48213564496118,50550400
2018-07-10,247.56805419921875,247.6657107616075,246.84016742213515,247.13311002010246,51966800
2018-07-11,245.75730895996094,246.8047673860751,245.45550808776144,246.01473770859317,77054700
2018-07-12,247.98532104492188,248.03857842434638,246.41417417348606,247.0177758664348,60124700
2018-07-13,248.1805877685547,248.4823885914814,247.35507136267833,247.80778614167045,48216000
2018-07-16,247.9586944580078,248.3670100667939,247.5148648995688,248.2250084465951,48201000
2018-07-17,248.9617462158203,249.35231838280768,247.13317065638194,247.1864280346797,52315500
2018-07-18,249.48544311523438,249.5919578638405,248.5977840912453,249.04161360323985,44593500
2018-07-19,248.54452514648438,249.2013841515407,248.06518169158207,248.819697275046,61412100
2018-07-20,248.26046752929688,248.97061099686556,248.1006954075452,248.3403535901727,82337700
2018-07-23,248.72213745117188,248.92628174548852,247.7101928839621,248.05639300091627,47047600
2018-07-24,249.9736328125,250.81691968072434,249.10374434759734,250.1334320169862,68026900
2018-07-25,252.1040496826172,252.42359393047738,249.6807307795288,249.72510289533034,78882900
2018-07-26,251.50927734375,252.19276496602095,251.28736261180742,251.38501918024653,57919500
2018-07-27,249.80502319335938,251.93539950765498,248.88185019112294,251.83774292521235,76768700
2018-07-30,248.500244140625,250.04476273033924,247.9765012892581,249.88499054986124,63742500
2018-07-31,249.72509765625,250.33758454100294,248.88183784928523,249.2635247226231,68570500
2018-08-01,249.30792236328125,250.4352667598153,248.65994855596927,249.92929457030976,53853300
2018-08-02,250.66604614257812,250.8346764359806,247.79889772747592,248.00306905621076,63426400
2018-08-03,251.74012756347656,251.79338494263322,250.61278316317959,250.7903258198392,53935400
2018-08-06,252.6632843017578,252.97394329704213,251.38505310612766,251.77562525419268,39400900
2018-08-07,253.49765014648438,253.8793641115752,253.19584933141965,253.32901985532757,43196600
2018-08-08,253.39112854003906,253.7905859225437,252.92955561582255,253.3290129983272,42114600
2018-08-09,253.0449676513672,253.84385536516058,252.9118242139356,253.45328322255867,35717000
2018-08-10,251.349609375,252.14849732314104,250.63946568504315,251.6070381556851,77076000
2018-08-13,250.4085693359375,252.2371444168388,250.11562674275706,251.62465763749628,65732900
2018-08-14,252.00643920898438,252.2461245279351,250.74597832621112,251.13655053785575,43842000
2018-08-15,250.12460327148438,250.79923291848888,248.686599730624,250.65720419863487,102925400
2018-08-16,252.14845275878906,253.0183684667841,251.52708052604874,251.56259447657288,69967900
2018-08-17,253.0361328125,253.47996241851214,251.53598657704225,251.9443022295948,65618500
2018-08-20,253.57762145996094,253.8439083904486,253.03613524902323,253.48885012006187,39807500
2018-08-21,254.17227172851562,255.03330203164734,253.6130422310215,254.09238567018824,67272000
2018-08-22,254.0213623046875,254.54507781111178,253.49761970906303,253.76393363569923,44993300
2018-08-23,253.68408203125,254.7048844989658,253.36451069373325,253.84385415540646,49204900
2018-08-24,255.21084594726562,255.35287463696199,254.20778695011208,254.26104432259785,57487400
2018-08-27,257.225830078125,257.33234482639574,256.24939973697053,256.40917185937667,57072400
2018-08-28,257.3501281738281,257.7939577065519,256.8885281227042,257.68741586376615,46943500
2018-08-29,258.7348327636719,258.9656056631164,257.3234583260667,257.56311648329,61485500
2018-08-30,257.68731689453125,258.6282329753944,257.092600719047,258.2554314810419,61229500
2018-08-31,257.6962890625,258.1401185744521,256.790886610231,257.27908823769684,66140800
2018-09-04,257.2524108886719,257.60746901323,256.24935204712614,257.27903957078377,57594400
2018-09-05,256.56005859375,257.1015446256181,255.54814150332868,256.8973733202907,72452400
2018-09-06,255.78781127929688,256.96838578660976,254.75812362647866,256.6665849884185,65909900
2018-09-07,255.29075622558594,256.2671866291312,254.50072664342497,254.7404119315528,73524800
2018-09-10,255.73460388183594,256.5690056413229,255.53931778729202,256.30269164555915,50210900
2018-09-11,256.5778503417969,257.0216798888951,254.74041660460662,255.08658956495626,50530500
2018-09-12,256.6400146484375,257.24361638204505,255.85001207428817,256.58675726542555,59810800
2018-09-13,258.1578674316406,258.3442953348075,257.4211223455566,257.70517974058833,51034200
2018-09-14,258.202392578125,258.54856568719094,257.4212479053787,258.36216478230926,55079900
2018-09-17,256.835205078125,258.18443676051925,256.5600330053288,258.1489499112022,68244000
2018-09-18,258.22894287109375,258.82365936916335,257.0217122645313,257.04834095714324,61930400
2018-09-19,258.504150390625,258.9213513580419,258.1579502501414,258.2822355587908,49080600
2018-09-20,260.5989074707031,260.9184787850341,258.52178873975845,259.7645329642432,100360600
2018-09-21,260.3607177734375,261.45749010803894,260.20022246939385,261.3415677622902,105479700
2018-09-24,259.49591064453125,259.9239255325764,258.9163258584371,259.78125390322805,53409600
2018-09-25,259.25506591796875,260.0575697080249,259.01432294449796,259.9505728309268,44370000
2018-09-26,258.4794006347656,260.5837458427951,258.06031124681675,259.3978270962072,79739700
2018-09-27,259.2016906738281,260.2895381277292,258.67560430350846,258.9520221046623,59249500
2018-09-28,259.2283935546875,259.7277306037356,258.5418119152034,258.5774594102581,70091400
2018-10-01,260.1290283203125,261.1990247523705,259.4602703458394,260.46784283610697,62078900
2018-10-02,259.9775085449219,260.69083971183056,259.6030192064387,259.9775085449219,47258200
2018-10-03,260.1200256347656,261.4486157086013,259.7633602632728,261.0295264138458,64694600
2018-10-04,258.0870361328125,259.69204411596644,256.4998518963773,259.6385456639831,111545900
2018-10-05,256.642578125,258.8271712774559,255.21588894088282,258.31001039427775,105951700
2018-10-08,256.642578125,256.9992436180711,254.57388016862174,255.95596915870948,87742200
2018-10-09,256.2680358886719,257.5698770527391,255.70627486797824,256.2591376202274,74339000
2018-10-10,248.15379333496094,255.83114939791164,247.77930409003628,255.75979997194213,214731000
2018-10-11,242.68780517578125,248.68877555553425,241.07384434453292,247.0659164559745,274840500
2018-10-12,246.05831909179688,247.07481688712994,242.86609967349887,246.7894736698401,183186500
2018-10-15,244.6763458251953,247.0303879223987,244.5871726163298,245.70176969754138,102263700
2018-10-16,250.02627563476562,250.40079202327806,246.16532542157915,246.63791323813768,118255800
2018-10-17,250.0709228515625,250.69508066736435,247.4939622570456,250.0619973703059,110626000
2018-10-18,246.45953369140625,249.73200047148643,245.1844420277387,249.13456486869032,134557500
2018-10-19,246.3258514404297,249.04545629105755,245.6303442424829,247.11053180977095,139901600
2018-10-22,245.2200927734375,247.31551188814544,244.68508114788202,246.99452123990514,82415800
2018-10-23,243.9718475341797,245.0953697990402,239.51346040293703,241.60000952677385,146352700
2018-10-24,236.579833984375,244.1055927711054,236.02699839773905,243.72215084103613,177806700
2018-10-25,240.82421875,242.36683043885208,237.39128255040535,238.41670611178432,138061500
2018-10-26,236.58872985839844,241.64455220429213,233.87805041512033,237.1148434203108,201574600
2018-10-29,235.27796936035156,240.9758006122715,231.70236173875418,239.68285758734302,160749100
2018-10-30,238.76443481445312,239.07652733010562,234.6181405688793,235.10857943971416,157116000
2018-10-31,241.31460571289062,243.63297188220236,240.85984163174297,241.33242946068574,128296300
2018-11-01,243.88267517089844,244.07884527191928,241.0917207748512,242.17956820563373,99495000
2018-11-02,242.43817138671875,245.41637051493447,240.38729712388138,244.98835558425966,122634100
2018-11-05,243.7757568359375,244.32859260472492,241.95672687747464,242.92865221483336,65622500
2018-11-06,245.31822204589844,245.47871740787724,243.65079006885313,243.71321400245424,60085900
2018-11-07,250.57025146484375,250.6504991579241,247.0659389293435,247.49395383760404,102752100
2018-11-08,250.11546325683594,250.75747195152988,248.97411748980556,249.7676960751215,65584900
2018-11-09,247.6722869873047,248.99195193007725,246.26342166342013,248.80470732286804,98812600
2018-11-12,243.04454040527344,247.40482918884493,242.5273522215398,247.1640860623853,99673600
2018-11-13,242.58973693847656,245.50551206799565,241.86748046408346,243.50816351775626,98176600
2018-11-14,240.93125915527344,244.86353278425742,239.3708236094798,244.4622942567266,125335900
2018-11-15,243.4457550048828,243.90944467046296,238.08679231174762,239.66505152031465,135101400
2018-11-16,244.0787811279297,244.9882819690097,241.83173743188132,242.34892538585214,126668000
2018-11-19,239.9503631591797,243.7667408556487,239.03193664286542,243.4724721125767,103061700
2018-11-20,235.5098114013672,238.0778464586344,234.64488330516025,236.6154825797557,136021300
2018-11-21,236.3123016357422,238.21157858547755,236.30340336703676,237.06130728135892,75563700
2018-11-23,234.73402404785156,236.13396378953615,234.5735286819056,234.67160011270744,42807900
2018-11-26,238.5236358642578,238.74655515011227,236.59760996905618,236.98995008910615,79981400
2018-11-27,239.3262176513672,239.3262176513672,236.8830301919533,237.48936431574663,75502400
2018-11-28,244.83670043945312,244.83670043945312,239.26371823907763,240.39616563776332,127629600
2018-11-29,244.3017120361328,245.70162446163624,242.9195961453029,244.06094179333263,82346400
2018-11-30,245.7908477783203,246.3526088437282,243.8291740017175,244.15016477518927,98204200
2018-12-03,249.04550170898438,250.0263523495367,247.44941866082354,249.91935540908307,103176300
2018-12-04,240.97572326660156,248.6441513550081,240.66363085608387,248.21613657385606,177986000
2018-12-06,240.61016845703125,240.72609084503256,234.0117627270498,237.114809128682,204185400
2018-12-07,235.01942443847656,241.84075126834617,234.1812454855948,240.27139029923381,161018900
2018-12-10,235.46522521972656,236.43715018686217,230.6055731722175,234.8410402406926,151445900
2018-12-11,235.51876831054688,238.85363325284783,234.04750596611032,238.66638860838694,121504400
2018-12-12,236.70462036132812,239.8611652482189,236.62437267926674,238.49690022951813,97976700
2018-12-13,236.62442016601562,238.51477184325688,235.5098234495447,237.6498437028021,96662700
2018-12-14,232.2552490234375,235.4296188764688,231.70241330469506,234.47551738156093,116961100
2018-12-17,227.69876098632812,232.41572885130083,226.0669895713144,231.3011320054651,165492300
2018-12-18,227.44903564453125,230.0081586162255,225.84401386571423,229.33940067554468,134515100
2018-12-19,224.04286193847656,231.30111553755748,222.3397684197925,227.52932388944615,214992800
2018-12-20,220.39585876464844,224.3638197072121,218.1488283409156,222.79447268439893,252053400
2018-12-21,215.8800506591797,223.96098705013893,215.23429286121228,221.29723955486546,255345600
2018-12-24,210.17591857910156,216.00566805470686,210.1131437780654,214.39127315515717,147311600
2018-12-26,220.7949981689453,220.7949981689453,209.65569540447513,211.63781597827943,218485400
2018-12-27,222.49012756347656,222.68742954792995,214.31950984244187,217.55726318862372,186267300
2018-12-28,222.20309448242188,225.47671683818686,221.03714210729703,223.84439446130722,153100200
2018-12-31,224.14932250976562,224.3914851025564,221.95195871285873,223.82644361450068,144299400
2019-01-02,224.38253784179688,225.30634138582334,220.5887205734624,220.6156260112586,126925200
2019-01-03,219.02813720703125,222.93855359314486,218.54381198522043,222.63360250759496,144140700
2019-01-04,226.36468505859375,227.01044301239702,221.68294673620602,222.05963659502927,142628800
2019-01-07,228.1494903564453,229.557591947435,225.73686878916783,226.63375331616336,103139100
2019-01-08,230.29299926757812,230.77732451103,227.80863931434865,230.33785991035955,102512600
2019-01-09,231.36929321289062,232.21236682399817,229.77283991391428,231.0015672871316,95006600
2019-01-10,232.18545532226562,232.43658187833222,229.15398144284202,229.83562239676925,96823900
2019-01-11,232.27511596679688,232.30202140213726,230.5261805574584,231.1091499036586,73858100
2019-01-14,230.85801696777344,231.66520737629008,229.97011025547886,230.3736917743686,70908200
2019-01-15,233.50387573242188,233.81779076904533,231.2257815295091,231.23475913278858,85208300
2019-01-16,234.0689239501953,234.95683083626523,233.7281034648272,233.9343693801608,77636700
2019-01-17,235.84475708007812,236.70578596770392,233.1541033904232,233.19896404103096,96118400
2019-01-18,238.9838409423828,239.4502384089013,235.88062817469122,237.6564693733523,127900300
2019-01-22,235.75503540039062,237.72819215552116,234.14065432491404,237.512948644322,115531200
2019-01-23,236.24830627441406,237.4860110376435,233.78187434995297,236.78644235026223,86030300
2019-01-24,236.37387084960938,236.95686760170713,235.05544969694287,236.06893344044875,59204100
2019-01-25,238.37393188476562,239.19907756601734,236.4725413588362,238.22144949546475,96883400
2019-01-28,236.562255859375,236.62501697032374,234.79539236392185,236.2304129857847,85613700
2019-01-29,236.24830627441406,237.27074018486155,235.4142104107552,236.70572604449566,66136300
2019-01-30,239.9883270263672,240.83140059178444,237.00171387664844,237.764071126748,92473700
2019-01-31,242.095947265625,242.5802724008886,239.71023199210262,239.92550281373855,104012100
2019-02-01,242.2126007080078,243.23506206970345,241.42333805071436,242.2933170201301,85782500
2019-02-04,243.91659545898438,243.97938391580578,241.58469129341572,242.25735437747988,60744800
2019-02-05,244.9390869140625,245.24402426556694,243.8448870665539,244.34714004205938,79552800
2019-02-06,244.6162109375,245.15434698221878,243.8807866261451,244.66107157415604,58347800
2019-02-07,242.2843475341797,243.54893036100768,240.625106039328,243.00184405429718,95482000
2019-02-08,242.58035278320312,242.6789969406424,240.21256455574564,241.03771034218343,75788900
2019-02-11,242.7148895263672,243.4951746958544,242.1857309329304,243.23509788652132,68021400
2019-02-12,245.8360595703125,246.21273575207329,244.25753401047314,244.32930010178086,72270200
2019-02-13,246.63412475585938,247.47719791356596,246.24847120115234,246.67000778000562,65277200
2019-02-14,246.08717346191406,247.21725669042593,244.7328691084272,245.54903728782543,83234400
2019-02-15,248.768798828125,248.80468186464043,247.65667103278165,247.86293690858662,97088700
2019-02-19,249.19932556152344,249.85403362878836,247.9616207621204,247.97059836438055,59120800
2019-02-20,249.70159912109375,250.15901894210884,248.66120989080383,249.16346298532434,76610800
2019-02-21,248.8136444091797,249.42351913934854,247.85397167831258,249.06477090811603,64214700
2019-02-22,250.3563232421875,250.55361153324364,248.79572578226137,249.43250603911778,78114600
2019-02-25,250.6970977783203,252.30252839097093,250.61638147320215,251.7823475232968,69030700
2019-02-26,250.51783752441406,251.39676700103564,250.14113391247017,250.34742724409998,56844100
2019-02-27,250.41017150878906,250.7599422424013,248.86752902368693,249.80026922714873,56921600
2019-02-28,249.94371032714844,250.63432875589552,249.6208451168797,250.1948368364919,69268300
2019-03-01,251.50425720214844,251.91681623391875,250.06923713469772,251.52218503110151,78880500
2019-03-04,250.58946228027344,252.80476754601705,248.29344071384313,252.562618643957,106494600
2019-03-05,250.24868774414062,250.91240084489138,249.7016013711848,250.7150851723559,59114600
2019-03-06,248.73287963867188,250.37419302915953,248.41001446917264,250.36521542865125,75039800
2019-03-07,246.65208435058594,248.42789720193213,245.8090111778491,248.28439247351648,94885100
2019-03-08,246.15887451171875,246.32928473028312,244.32925011882517,244.7956201339422,85795800
2019-03-11,249.72845458984375,249.8898871870504,246.84946379005032,246.8763692229181,65098900
2019-03-12,250.67019653320312,251.19040478031002,250.09620478585603,250.28454283427982,79667500
2019-03-13,252.3295135498047,253.2622812104419,251.39674588916748,251.5582059211549,80639200
2019-03-14,252.1680145263672,252.77788933327716,251.7285499406143,252.3563525815843,67518400
2019-03-15,253.4137420654297,254.22448758860168,252.53091438967704,252.72010942173662,81309000
2019-03-18,254.332763671875,254.63005465232644,253.40490461128536,253.6301133880431,62199800
2019-03-19,254.39576721191406,256.16139589718296,253.50394946882147,255.39570823440198,90268100
2019-03-20,253.630126953125,255.38676650230929,252.52211730665212,254.17965069328343,84609200
2019-03-21,256.4946594238281,256.9000185209722,252.7651907823521,252.81024900956263,79550400
2019-03-22,251.55819702148438,255.65698565413965,251.49513196773768,255.13451340197918,122659300
2019-03-25,251.3690185546875,252.40497335776593,250.10785499044835,251.2158645009245,85575200
2019-03-26,253.24269104003906,254.1975737908098,251.8373908599879,253.12557810981843,68125900
2019-03-27,251.91848754882812,253.81926358336898,250.369050339607,253.23369887450275,72224700
2019-03-28,252.87326049804688,253.32367777601274,251.395906121789,252.5489732537301,56238500
2019-03-29,254.46786499023438,254.79215237439305,253.260749463698,254.3867931441947,82186800
2019-04-01,257.48565673828125,257.78294768431635,256.19746928226925,256.46773627787417,77617900
2019-04-02,257.6118469238281,257.84607287639295,256.81910753789384,257.6749119866431,40070400
2019-04-03,258.01708984375,259.2242050567065,257.4135184916249,258.827835584835,68243200
2019-04-04,258.7017822265625,258.9540149205968,257.6478206980734,258.34145373384234,48997500
2019-04-05,259.95391845703125,260.00796634856,259.08010755558655,259.3683813046049,58621700
2019-04-08,260.15216064453125,260.26025645144784,258.87296278297543,259.5305822634568,53566300
2019-04-09,258.81878662109375,259.51241936594624,258.2692907111373,259.18813210589786,66142300
2019-04-10,259.7017822265625,259.79187124299295,258.8189538516368,259.2333303376473,52601500
2019-04-11,259.629638671875,260.1971691008526,259.0621082428974,260.1881519539477,55093100
2019-04-12,261.38629150390625,261.66554815952185,259.67471047201315,261.24215460241066,69727800
2019-04-15,261.2149963378906,261.5573178665121,260.4132403901941,261.45821177024806,49596700
2019-04-16,261.38629150390625,262.15200676565667,260.7917370944754,262.0979588640087,52153200
2019-04-17,260.7467041015625,262.53033982323853,260.33230020408183,262.50331587264657,58268300
2019-04-18,261.260009765625,261.5302766082999,260.0348880509504,261.3320919201865,68708500
